itemId,title,genres,imdb_id,imdb_rating,imdb_votes,metascore,runtime,MPAA_rating,imdb_genres,director,actors,year
350,"Client, The","Drama, Mystery, Thriller",tt0109446,6.7,53543,65,119,PG-13,"Crime, Drama, Mystery",Joel Schumacher,"Susan Sarandon, Tommy Lee Jones, MaryLouise Parker, Anthony LaPaglia",1994
351,"Corrina, Corrina","Comedy, Drama, Romance",tt0109484,6.5,11337,0,115,PG,"Comedy, Drama, Romance",Jessie Nelson,"Noreen Hennessey, Lucy Webb, Erica Yohn, Tina Majorino",1994
352,Crooklyn,Comedy,tt0109504,6.9,7813,65,115,PG-13,"Comedy, Drama",Spike Lee,"Alfre Woodard, Delroy Lindo, David Patrick Kelly, Zelda Harris",1994
353,"Crow, The","Action, Romance, Thriller",tt0109506,7.6,153304,71,102,R,"Action, Drama, Fantasy",Alex Proyas,"Brandon Lee, Rochelle Davis, Ernie Hudson, Michael Wincott",1994
354,Cobb,Drama,tt0109450,6.5,6512,66,128,R,"Biography, Drama, Sport",Ron Shelton,"Tommy Lee Jones, Robert Wuhl, Lolita Davidovich, Ned Bellamy",1994
355,"Flintstones, The","Children's, Comedy",tt0109813,4.8,68741,38,91,PG,"Comedy, Family, Fantasy",Brian Levant,"John Goodman, Elizabeth Perkins, Rick Moranis, Rosie O'Donnell",1994
356,Forrest Gump,"Comedy, Romance, War",tt0109830,8.8,1566365,82,142,PG-13,"Drama, Romance",Robert Zemeckis,"Tom Hanks, Rebecca Williams, Sally Field, Michael Conner Humphreys",1994
357,Four Weddings and a Funeral,"Comedy, Romance",tt0109831,7.1,124569,81,117,R,"Comedy, Drama, Romance",Mike Newell,"Hugh Grant, James Fleet, Simon Callow, John Hannah",1994
358,Higher Learning,Drama,tt0113305,6.5,16508,54,127,R,"Crime, Drama, Romance, Sport, Thriller",John Singleton,"Omar Epps, Kristy Swanson, Michael Rapaport, Jennifer Connelly",1995
359,I Like It Like That,"Comedy, Drama, Romance",tt0110091,6.8,1358,0,104,R,"Comedy, Drama, Romance",Darnell Martin,"Luna Lauren Velez, Jon Seda, Tomas Melly, Desiree Casado",1994
360,I Love Trouble,"Action, Comedy",tt0110093,5.3,10712,0,123,PG,"Action, Comedy, Romance",Charles Shyer,"Nick Nolte, Julia Roberts, Saul Rubinek, James Rebhorn",1994
361,It Could Happen to You,"Drama, Romance",tt0110167,6.3,31748,64,101,PG,"Comedy, Drama, Romance",Andrew Bergman,"Nicolas Cage, Bridget Fonda, Rosie Perez, Wendell Pierce",1994
362,"Jungle Book, The","Adventure, Children's, Romance",tt0110213,6.0,14858,63,111,PG,"Adventure, Family, Romance",Stephen Sommers,"Jason Scott Lee, Cary Elwes, Lena Headey, Sam Neill",1994
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder)",Documentary,tt0107472,8.0,1329,0,180,,"Documentary, Biography, History",Ray Muller,"Leni Riefenstahl, Marlene Dietrich, Walter Frentz, Joseph Goebbels",1993
364,"Lion King, The","Animation, Children's, Musical",tt0110357,8.5,813753,83,88,G,"Animation, Adventure, Drama, Family, Musical","Roger Allers, Rob Minkoff","Rowan Atkinson, Matthew Broderick, Niketa CalameHarris, Jim Cummings",1994
365,Little Buddha,Drama,tt0107426,6.1,14144,0,123,PG,Drama,Bernardo Bertolucci,"Keanu Reeves, Ruocheng Ying, Chris Isaak, Alex Wiesendanger",1993
366,Wes Craven's New Nightmare,Horror,tt0111686,6.5,45423,64,112,R,"Fantasy, Horror, Mystery, Thriller",Wes Craven,"Jeff Davis, Heather Langenkamp, Miko Hughes, Matt Winston",1994
367,"Mask, The","Comedy, Crime, Fantasy",tt0110475,6.9,309750,56,101,PG-13,"Comedy, Fantasy",Chuck Russell,"Jim Carrey, Peter Riegert, Peter Greene, Amy Yasbeck",1994
368,Maverick,"Action, Comedy, Western",tt0110478,7.0,93906,62,127,PG,"Action, Adventure, Comedy, Thriller, Western",Richard Donner,"Mel Gibson, Jodie Foster, James Garner, Graham Greene",1994
369,Mrs. Parker and the Vicious Circle,Drama,tt0110588,6.4,4003,66,125,R,"Biography, Drama",Alan Rudolph,"Jennifer Jason Leigh, Campbell Scott, Matthew Broderick, Peter Gallagher",1994
370,Naked Gun 33 1/3: The Final Insult,Comedy,tt0110622,6.5,87775,63,83,PG-13,"Comedy, Crime",Peter Segal,"Leslie Nielsen, Priscilla Presley, George Kennedy, OJ Simpson",1994
371,"Paper, The","Comedy, Drama",tt0110771,6.6,11869,0,112,R,"Comedy, Drama",Ron Howard,"Michael Keaton, Robert Duvall, Glenn Close, Marisa Tomei",1994
372,Reality Bites,"Comedy, Drama",tt0110950,6.6,41299,67,99,PG-13,"Comedy, Drama, Romance",Ben Stiller,"Winona Ryder, Ethan Hawke, Janeane Garofalo, Steve Zahn",1994
373,Red Rock West,Thriller,tt0105226,7.0,18103,79,98,R,"Crime, Drama, Thriller",John Dahl,"Nicolas Cage, Craig Reay, Vance Johnson, Robert Apel",1992
374,Richie Rich,"Children's, Comedy",tt0110989,5.3,57320,49,95,PG,"Comedy, Family",Donald Petrie,"Macaulay Culkin, John Larroquette, Edward Herrmann, Christine Ebersole",1994
375,Safe Passage,Drama,tt0111054,6.4,1086,0,98,PG-13,Drama,Robert Allan Ackerman,"Susan Sarandon, Nick Stahl, Sam Shepard, Marcia Gay Harden",1994
376,"River Wild, The","Action, Thriller",tt0110997,6.4,37616,0,111,PG-13,"Adventure, Crime, Thriller",Curtis Hanson,"Meryl Streep, Joseph Mazzello, Stephanie Sawyer, David Strathairn",1994
377,Speed,"Action, Romance, Thriller",tt0111257,7.2,297575,78,116,R,"Action, Adventure, Crime, Thriller",Jan de Bont,"Keanu Reeves, Dennis Hopper, Sandra Bullock, Joe Morton",1994
378,Speechless,"Comedy, Romance",tt0111256,5.7,4521,0,99,PG-13,"Comedy, Romance",Ron Underwood,"Michael Keaton, Geena Davis, Christopher Reeve, Bonnie Bedelia",1994
379,Timecop,"Action, Sci-Fi",tt0111438,5.8,50979,48,99,R,"Action, Crime, Sci-Fi, Thriller",Peter Hyams,"JeanClaude Van Damme, Mia Sara, Ron Silver, Bruce McGill",1994
380,True Lies,"Action, Adventure, Comedy, Romance",tt0111503,7.2,216035,63,141,R,"Action, Comedy, Thriller",James Cameron,"Arnold Schwarzenegger, Jamie Lee Curtis, Tom Arnold, Bill Paxton",1994
381,When a Man Loves a Woman,Drama,tt0111693,6.6,18743,0,126,R,"Drama, Romance",Luis Mandoki,"Andy Garcia, Meg Ryan, Ellen Burstyn, Tina Majorino",1994
382,Wolf,"Drama, Horror",tt0111742,6.2,48600,0,125,R,"Drama, Horror, Romance, Thriller",Mike Nichols,"Jack Nicholson, Michelle Pfeiffer, James Spader, Kate Nelligan",1994
383,Wyatt Earp,Western,tt0111756,6.7,41010,47,191,PG-13,"Adventure, Biography, Crime, Drama, Western",Lawrence Kasdan,"Kevin Costner, Dennis Quaid, Gene Hackman, David Andrews",1994
384,Bad Company,Action,tt0112443,5.4,2540,0,108,R,"Crime, Drama, Thriller",Damian Harris,"Ellen Barkin, Laurence Fishburne, Frank Langella, Michael Beach",1995
385,"Man of No Importance, A",Drama,tt0110455,6.9,816,62,99,R,"Comedy, Drama",Suri Krishnamma,"Albert Finney, Brenda Fricker, Michael Gambon, Tara Fitzgerald",1994
386,S.F.W.,Drama,tt0111048,5.9,4464,0,96,R,"Comedy, Drama",Jefery Levy,"Stephen Dorff, Reese Witherspoon, Jake Busey, Joey Lauren Adams",1994
387,"Low Down Dirty Shame, A","Action, Comedy",tt0110399,5.9,5928,0,100,R,"Action, Comedy, Crime",Keenen Ivory Wayans,"Keenen Ivory Wayans, Charles S Dutton, Jada Pinkett Smith, Salli RichardsonWhitfield",1994
388,Boys Life,Drama,tt0775437,6.9,181,0,110,,Drama,"Michael Burke, Eytan Fox, David Ottenhouse, Adam Salky",Jason Hayes,1995
389,"Colonel Chabert, Le","Drama, Romance, War",tt0109454,7.0,1486,0,110,,"Drama, History, Romance",Yves Angelo,"Gerard Depardieu, Fanny Ardant, Fabrice Luchini, Andre Dussollier",1994
390,Faster Pussycat! Kill! Kill!,"Action, Comedy, Drama",tt0059170,6.8,12423,0,83,NOT RATED,"Action, Comedy",Russ Meyer,"Tura Satana, Haji, Lori Williams, Ray Barlow",1965
391,Jason's Lyric,"Crime, Drama",tt0110186,6.6,3121,0,119,R,"Crime, Drama, Romance",Doug McHenry,"Allen Payne, Jada Pinkett Smith, Bokeem Woodbine, Anthony 'Treach' Criss",1994
392,"Secret Adventures of Tom Thumb, The","Adventure, Children's",tt0108069,7.4,1358,0,60,Unrated,"Animation, Adventure, Sci-Fi",Dave Borthwick,"Nick Upton, Deborah Collard, Frank Passingham, John Schofield",1993
393,Street Fighter,Action,tt0111301,3.9,59784,0,102,PG-13,"Action, Adventure, Comedy, Thriller",Steven E de Souza,"JeanClaude Van Damme, Raul Julia, MingNa Wen, Damian Chapa",1994
394,Coldblooded,Action,tt0112702,6.7,3219,0,92,R,"Action, Comedy, Thriller",Wallace Wolodarsky,"Jason Priestley, Kimberly WilliamsPaisley, Peter Riegert, Robert Loggia",1995
395,Desert Winds,Drama,tt0112849,5.8,106,0,97,,"Drama, Mystery, Romance",Michael A Nickles,"Adam Ant, Heather Graham, Jessica Hamilton, Jack Kehler",1995
396,Fall Time,Drama,tt0113014,5.5,1611,0,88,R,"Drama, Comedy, Crime",Paul Warner,"Steve Alden, David Arquette, Stephen Baldwin, Jonah Blechman",1995
397,"Fear, The",Horror,tt0113043,3.5,903,0,98,R,Horror,Vincent Robert,"Eddie Bowz, Heather Medway, Ann Turkel, Vince Edwards",1995
398,Frank and Ollie,Documentary,tt0113104,8.0,313,0,89,PG,Documentary,Theodore Thomas,"Frank Thomas, Ollie Johnston, Sylvia Roemer, John Canemaker",1995
399,Girl in the Cadillac,Drama,tt0113173,6.1,156,0,89,R,"Adventure, Crime, Drama",Lucas Platt,"Erika Eleniak, William McNamara, Michael Lerner, Bud Cort",1995
400,Homage,Drama,tt0113319,5.9,128,0,97,R,"Drama, Thriller",Ross Kagan Marks,"Blythe Danner, Frank Whaley, Sheryl Lee, Danny Nucci",1995
401,Mirage,"Action, Thriller",tt0113827,5.0,151,0,92,R,"Action, Thriller",Paul Williams,"James Andronica, Cuauhtemoc Rivas, Edward James Olmos, Bobalu",1995
402,Open Season,Comedy,tt0114047,5.5,168,0,97,R,Comedy,Robert Wuhl,"Lloyd Adams, Robert Wuhl, Eric Bryson, Marcy King",1996
403,Two Crimes,"Comedy, Crime, Drama",tt0114736,5.3,1945,0,94,R,"Crime, Drama, Mystery, Thriller",Pat Verducci,"Alicia Silverstone, Kevin Dillon, Bill Nunn, Michael Bowen",1995
404,Brother Minister: The Assassination of Malcolm X,Documentary,tt0109339,7.3,83,0,115,,Documentary,"Jefri Aalmuhammed, Jack Baxter","Peter Bailey, Roscoe Lee Browne, John Henrik Clarke, Louis Farrakhan",1994
405,Highlander III: The Sorcerer,"Action, Sci-Fi",tt0110027,4.4,18424,28,99,PG-13,"Action, Fantasy, Romance, Sci-Fi",Andrew Morahan,"Christopher Lambert, Mario Van Peebles, Deborah Kara Unger, Mako",1994
406,Federal Hill,Drama,tt0109785,6.3,387,0,97,R,"Crime, Drama",Michael Corrente,"Nicholas Turturro, Anthony DeSando, Libby Langdon, Michael Raynor",1994
407,In the Mouth of Madness,"Horror, Thriller",tt0113409,7.2,52224,53,95,R,"Drama, Horror, Mystery, Thriller",John Carpenter,"Sam Neill, Julie Carmen, Jurgen Prochnow, David Warner",1995
408,8 Seconds,Drama,tt0109021,6.5,4286,0,105,PG-13,"Biography, Drama, Sport, Western",John G Avildsen,"James Rebhorn, Cameron Finley, Carrie Snodgress, Dustin Mayfield",1994
409,Above the Rim,Drama,tt0109035,6.6,12376,0,96,R,"Crime, Drama, Sport, Thriller",Jeff Pollack,"Duane Martin, Leon, Tupac Shakur, David Bailey",1994
410,Addams Family Values,Comedy,tt0106220,6.7,68106,62,94,PG-13,"Comedy, Fantasy",Barry Sonnenfeld,"Anjelica Huston, Raul Julia, Christopher Lloyd, Joan Cusack",1993
411,You So Crazy,Comedy,tt0111804,6.7,843,0,84,Unrated,"Documentary, Comedy",Thomas Schlamme,Martin Lawrence,1994
412,"Age of Innocence, The",Drama,tt0106226,7.2,43308,90,139,PG,"Drama, Romance",Martin Scorsese,"Daniel DayLewis, Michelle Pfeiffer, Winona Ryder, Linda Faye Farkas",1993
413,Airheads,Comedy,tt0109068,6.1,42450,46,92,PG-13,"Comedy, Crime, Music",Michael Lehmann,"Brendan Fraser, Steve Buscemi, Adam Sandler, Chris Farley",1994
414,"Air Up There, The",Comedy,tt0109067,5.5,7915,0,107,PG,"Comedy, Family, Sport",Paul Michael Glaser,"Kevin Bacon, Charles Gitonga Maina, Yolanda Vazquez, Winston Ntshona",1994
415,Another Stakeout,"Comedy, Thriller",tt0106292,5.5,12198,0,108,PG-13,"Comedy, Crime",John Badham,"Richard Dreyfuss, Emilio Estevez, Rosie O'Donnell, Dennis Farina",1993
416,Bad Girls,Western,tt0109198,5.1,10804,0,99,R,"Action, Romance, Western",Jonathan Kaplan,"Madeleine Stowe, Mary Stuart Masterson, Andie MacDowell, Drew Barrymore",1994
417,Barcelona,"Comedy, Romance",tt0109219,7.0,5185,74,101,PG-13,"Comedy, Drama, Romance",Whit Stillman,"Taylor Nichols, Chris Eigeman, Tushka Bergen, Mira Sorvino",1994
418,Being Human,Drama,tt0106379,5.4,3590,33,122,PG-13,"Comedy, Drama",Bill Forsyth,"Robin Williams, Kelly Hunter, Maudie Johnson, Max Johnson",1993
419,"Beverly Hillbillies, The",Comedy,tt0106400,4.9,16054,37,92,PG,"Comedy, Family",Penelope Spheeris,"Jim Varney, Diedrich Bader, Erika Eleniak, Cloris Leachman",1993
420,Beverly Hills Cop III,"Action, Comedy",tt0109254,5.5,69640,16,104,R,"Action, Comedy, Crime, Thriller",John Landis,"Eddie Murphy, Jon Tenney, Joey Travolta, Eugene Collier",1994
421,Black Beauty,"Adventure, Children's",tt0109279,6.6,8364,0,88,G,"Adventure, Drama, Family, Romance",Caroline Thompson,"Docs Keepin Time, Alan Cumming, Sean Bean, David Thewlis",1994
422,Blink,Thriller,tt0109297,6.2,6984,0,106,R,"Crime, Drama, Mystery",Michael Apted,"Madeleine Stowe, Aidan Quinn, James Remar, Peter Friedman",1994
423,Blown Away,"Action, Thriller",tt0109303,6.2,25956,0,121,R,"Action, Crime, Drama, Thriller",Stephen Hopkins,"Jeff Bridges, Tommy Lee Jones, Suzy Amis, Lloyd Bridges",1994
424,Blue Chips,Drama,tt0109305,6.1,10873,54,108,PG-13,"Drama, Sport",William Friedkin,"Nick Nolte, Mary McDonnell, JT Walsh, Ed O'Neill",1994
425,Blue Sky,"Drama, Romance",tt0109306,6.4,6171,0,101,PG-13,"Drama, Romance",Tony Richardson,"Jessica Lange, Tommy Lee Jones, Powers Boothe, Carrie Snodgress",1994
426,Body Snatchers,"Horror, Sci-Fi, Thriller",tt0106452,5.9,15126,65,87,R,"Horror, Sci-Fi",Abel Ferrara,"Terry Kinney, Meg Tilly, Gabrielle Anwar, Reilly Murphy",1993
427,Boxing Helena,"Mystery, Romance, Thriller",tt0106471,4.6,10633,26,107,R,"Drama, Mystery, Romance, Thriller",Jennifer Lynch,"Julian Sands, Sherilyn Fenn, Bill Paxton, Kurtwood Smith",1993
428,"Bronx Tale, A",Drama,tt0106489,7.8,114556,80,121,R,"Crime, Drama, Romance",Robert De Niro,"Robert De Niro, Chazz Palminteri, Lillo Brancato, Francis Capra",1993
429,Cabin Boy,Comedy,tt0109361,5.2,7678,21,80,PG-13,"Adventure, Comedy, Romance",Adam Resnick,"Chris Elliott, Ritch Brinkley, James Gammon, Brian DoyleMurray",1994
430,Calendar Girl,Drama,tt0106505,5.0,2002,0,90,PG-13,"Drama, Comedy",John Whitesell,"Jason Priestley, Gabriel Olds, Jerry O'Connell, Joe Pantoliano",1993
431,Carlito's Way,"Crime, Drama",tt0106519,7.9,183279,0,144,R,"Crime, Drama, Thriller",Brian De Palma,"Al Pacino, Sean Penn, Penelope Ann Miller, John Leguizamo",1993
432,City Slickers II: The Legend of Curly's Gold,"Comedy, Western",tt0109439,5.5,16786,43,116,PG-13,"Comedy, Western",Paul Weiland,"Billy Crystal, Daniel Stern, Jon Lovitz, Jack Palance",1994
433,Clean Slate,Comedy,tt0109443,5.7,3414,0,107,PG-13,"Comedy, Mystery",Mick Jackson,"Dana Carvey, Valeria Golino, James Earl Jones, Kevin Pollak",1994
434,Cliffhanger,"Action, Adventure, Crime",tt0106582,6.4,109801,60,113,R,"Action, Adventure, Thriller",Renny Harlin,"Sylvester Stallone, John Lithgow, Michael Rooker, Janine Turner",1993
435,Coneheads,"Comedy, Sci-Fi",tt0106598,5.3,46362,49,88,PG,"Comedy, Sci-Fi",Steve Barron,"Robert Knott, Jonathan Penner, Whip Hubley, Dan Aykroyd",1993
436,Color of Night,"Drama, Thriller",tt0109456,5.1,20998,0,121,R,"Mystery, Romance, Thriller",Richard Rush,"Bruce Willis, Jane March, Ruben Blades, Lesley Ann Warren",1994
437,Cops and Robbersons,Comedy,tt0109480,5.0,5830,0,93,PG,"Comedy, Crime, Thriller",Michael Ritchie,"Chevy Chase, Jack Palance, Dianne Wiest, Robert Davi",1994
438,"Cowboy Way, The","Action, Comedy",tt0109493,5.8,7130,0,102,PG-13,"Action, Comedy, Crime, Drama, Thriller, Western",Gregg Champion,"Woody Harrelson, Kiefer Sutherland, Dylan McDermott, Ernie Hudson",1994
439,Dangerous Game,Drama,tt0106660,5.7,3215,0,108,R,Drama,Abel Ferrara,"Harvey Keitel, Madonna, James Russo, Nancy Ferrara",1993
440,Dave,"Comedy, Romance",tt0106673,6.8,44949,76,110,PG-13,"Comedy, Romance",Ivan Reitman,"Kevin Kline, Sigourney Weaver, Frank Langella, Kevin Dunn",1993
441,Dazed and Confused,Comedy,tt0106677,7.7,143924,78,102,R,Comedy,Richard Linklater,"Jason London, Joey Lauren Adams, Milla Jovovich, Shawn Andrews",1993
442,Demolition Man,"Action, Sci-Fi",tt0106697,6.6,142844,34,115,R,"Action, Crime, Sci-Fi, Thriller",Marco Brambilla,"Sylvester Stallone, Wesley Snipes, Sandra Bullock, Nigel Hawthorne",1993
443,"Endless Summer 2, The",Documentary,tt0109729,7.6,1658,0,109,TV-14,"Documentary, Adventure, Sport",Bruce Brown,"Robert 'Wingnut' Weaver, Patrick O'Connell, Robert August, TJ Barron",1994
444,Even Cowgirls Get the Blues,"Comedy, Romance",tt0106834,4.3,6664,28,95,R,"Comedy, Drama, Romance, Western",Gus Van Sant,"Uma Thurman, Lorraine Bracco, Pat Morita, Angie Dickinson",1993
445,Fatal Instinct,Comedy,tt0106873,5.7,6227,0,91,PG-13,"Comedy, Crime, Thriller",Carl Reiner,"Armand Assante, Sherilyn Fenn, Kate Nelligan, Sean Young",1993
446,Farewell My Concubine,"Drama, Romance",tt0106332,8.1,21746,0,171,R,"Drama, Music, Romance",Kaige Chen,"Leslie Cheung, Fengyi Zhang, Li Gong, Qi Lu",1993
447,"Favor, The","Comedy, Romance",tt0109783,5.3,2343,51,97,R,"Comedy, Romance",Donald Petrie,"Harley Jane Kozak, Elizabeth McGovern, Bill Pullman, Brad Pitt",1994
448,Fearless,Drama,tt0106881,7.1,19649,0,122,R,"Drama, Thriller",Peter Weir,"Jeff Bridges, Isabella Rossellini, Rosie Perez, Tom Hulce",1993
449,Fear of a Black Hat,Comedy,tt0106880,7.2,3622,0,88,R,"Comedy, Music",Rusty Cundieff,"Mark Christopher Lawrence, Larry B Scott, Rusty Cundieff, Kasi Lemmons",1993
450,With Honors,"Comedy, Drama",tt0111732,6.7,12117,0,101,PG-13,"Comedy, Drama",Alek Keshishian,"Joe Pesci, Brendan Fraser, Moira Kelly, Patrick Dempsey",1994
451,Flesh and Bone,"Drama, Mystery, Romance",tt0106926,6.3,4407,0,126,R,"Drama, Mystery, Romance",Steve Kloves,"Julia McNeal, Ron Kuhlman, Jerry Swindall, Ryan Bohls",1993
452,Widows' Peak,Drama,tt0111712,6.7,1482,0,101,PG,"Comedy, Crime, Mystery, Thriller",John Irvin,"Mia Farrow, Joan Plowright, Natasha Richardson, Adrian Dunbar",1994
453,For Love or Money,Comedy,tt0106941,6.1,10840,0,96,PG,"Comedy, Drama, Romance",Barry Sonnenfeld,"Michael J Fox, Gabrielle Anwar, Anthony Higgins, Michael Tucker",1993
454,"Firm, The","Drama, Thriller",tt0106918,6.8,103891,58,154,R,"Drama, Mystery, Thriller",Sydney Pollack,"Tom Cruise, Jeanne Tripplehorn, Gene Hackman, Hal Holbrook",1993
455,Free Willy,"Adventure, Children's, Drama",tt0106965,5.9,61285,79,112,PG,"Adventure, Drama, Family",Simon Wincer,"Jason James Richter, Lori Petty, Jayne Atkinson, August Schellenberg",1993
456,Fresh,Drama,tt0109842,7.6,10854,81,114,R,"Crime, Drama, Thriller",Boaz Yakin,"Sean Nelson, Giancarlo Esposito, Samuel L Jackson, N'Bushe Wright",1994
457,"Fugitive, The","Action, Thriller",tt0106977,7.8,242012,87,130,PG-13,"Action, Crime, Drama, Mystery, Thriller",Andrew Davis,"Harrison Ford, Tommy Lee Jones, Sela Ward, Julianne Moore",1993
458,Geronimo: An American Legend,"Drama, Western",tt0107004,6.5,7726,0,115,PG-13,"Drama, History, Western",Walter Hill,"Jason Patric, Gene Hackman, Robert Duvall, Wes Studi",1993
459,"Getaway, The",Action,tt0109890,5.7,15794,51,115,R,"Action, Adventure, Crime, Drama, Romance, Thriller",Roger Donaldson,"Alec Baldwin, Kim Basinger, Michael Madsen, James Woods",1994
460,Getting Even with Dad,Comedy,tt0109891,4.7,6723,0,109,PG,"Comedy, Crime, Family",Howard Deutch,"Macaulay Culkin, Ted Danson, Glenne Headly, Saul Rubinek",1994
461,Go Fish,"Drama, Romance",tt0109913,5.6,1743,0,83,R,"Drama, Romance",Rose Troche,"VS Brodie, Guinevere Turner, T Wendy McMillan, Migdalia Melendez",1994
462,"Good Man in Africa, A","Action, Adventure",tt0109920,5.1,2152,0,94,R,Comedy,Bruce Beresford,"Colin Friels, Sean Connery, John Lithgow, Diana Rigg",1994
463,Guilty as Sin,"Crime, Drama, Thriller",tt0107057,5.6,4039,0,107,R,"Crime, Drama, Thriller",Sidney Lumet,"Rebecca De Mornay, Don Johnson, Stephen Lang, Jack Warden",1993
464,Hard Target,"Action, Adventure, Crime, Thriller",tt0107076,6.1,40211,0,97,R,"Action, Adventure, Drama, Thriller",John Woo,"Chuck Pfarrer, Robert Apisa, Arnold Vosloo, Lance Henriksen",1993
465,Heaven & Earth,"Action, Drama, War",tt0107096,6.8,12165,0,140,R,"Action, Biography, Drama, History, War",Oliver Stone,"Haing S Ngor, Bussaro Sanruck, Supak Pititam, Joan Chen",1993
466,Hot Shots! Part Deux,"Action, Comedy, War",tt0107144,6.6,76952,0,86,PG-13,"Action, Comedy",Jim Abrahams,"Charlie Sheen, Lloyd Bridges, Valeria Golino, Richard Crenna",1993
467,Live Nude Girls,Comedy,tt0113674,5.4,1584,0,95,R,Comedy,Julianna Lavin,"Dana Delany, Kim Cattrall, Cynthia Stevenson, Laila Robins",1995
468,"Englishman Who Went Up a Hill, But Came Down a Mountain, The","Comedy, Romance",tt0112966,6.6,15221,0,99,PG,"Comedy, Drama",Christopher Monger,"Hugh Grant, Tara Fitzgerald, Colm Meaney, Ian McNeice",1995
469,"House of the Spirits, The","Drama, Romance",tt0107151,6.9,19170,0,140,R,"Drama, Romance",Bille August,"Meryl Streep, Jeremy Irons, Winona Ryder, Antonio Banderas",1993
470,House Party 3,Comedy,tt0110064,4.4,4031,0,100,R,"Comedy, Music, Romance",Eric Meza,"Christopher Reid, Christopher Martin, David Edwards, Angela Means",1994
471,"Hudsucker Proxy, The","Comedy, Romance",tt0110074,7.3,72099,53,111,PG,"Comedy, Drama, Fantasy","Joel Coen, Ethan Coen","Tim Robbins, Jennifer Jason Leigh, Paul Newman, Charles Durning",1994
472,I'll Do Anything,"Comedy, Drama",tt0110097,5.6,2274,0,115,PG-13,"Comedy, Drama",James L Brooks,"Nick Nolte, Whittni Wright, Albert Brooks, Julie Kavner",1994
473,In the Army Now,"Comedy, War",tt0110123,4.9,11522,0,91,PG,"Comedy, War",Daniel Petrie Jr,"Pauly Shore, Andy Dick, Lori Petty, David Alan Grier",1994
474,In the Line of Fire,"Action, Thriller",tt0107206,7.2,83738,74,128,R,"Action, Crime, Drama, Thriller",Wolfgang Petersen,"Clint Eastwood, John Malkovich, Rene Russo, Dylan McDermott",1993
475,In the Name of the Father,Drama,tt0107207,8.1,138581,84,133,R,"Biography, Drama",Jim Sheridan,"Alison Crosbie, Daniel DayLewis, Philip King, Emma Thompson",1993
476,"Inkwell, The","Comedy, Drama",tt0110137,6.5,1228,0,110,R,"Comedy, Drama, Romance",Matty Rich,"Larenz Tate, Joe Morton, Suzzanne Douglas, Glynn Turman",1994
477,What's Love Got to Do with It?,Drama,tt0108551,7.3,15371,0,118,R,"Biography, Drama, Music",Brian Gibson,"RaeVen Kelly, Virginia Capers, Dororthy Thorton, Demetrice Cheathon",1993
478,Jimmy Hollywood,Comedy,tt0110197,5.3,2807,0,112,R,"Crime, Comedy, Drama",Barry Levinson,"Joe Pesci, Christian Slater, Victoria Abril, Jason Beghe",1994
479,Judgment Night,Action,tt0107286,6.6,13777,0,110,R,"Action, Crime, Drama, Thriller",Stephen Hopkins,"Emilio Estevez, Cuba Gooding Jr, Denis Leary, Stephen Dorff",1993
480,Jurassic Park,"Action, Adventure, Sci-Fi",tt0107290,8.1,766732,68,127,PG-13,"Adventure, Sci-Fi, Thriller",Steven Spielberg,"Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough",1993
481,Kalifornia,"Drama, Thriller",tt0107302,6.7,47033,49,117,R,"Crime, Drama, Thriller",Dominic Sena,"Brad Pitt, Kathy Larson, David Milford, David Duchovny",1993
482,Killing Zoe,Thriller,tt0110265,6.5,18605,0,96,R,"Crime, Thriller",Roger Avary,"Eric Stoltz, Martin Raymond, Eric Pascal Chaltiel, Julie Delpy",1994
483,King of the Hill,Drama,tt0107322,7.6,6691,86,103,PG-13,"Drama, History",Steven Soderbergh,"Jesse Bradford, Jeroen Krabbe, Lisa Eichhorn, Karen Allen",1993
484,Lassie,"Adventure, Children's",tt0110305,5.9,4577,0,94,PG,"Family, Adventure",Daniel Petrie,"Tom Guiry, Helen Slater, Jon Tenney, Brittany Boyd",1994
485,Last Action Hero,"Action, Comedy",tt0107362,6.3,123046,44,130,PG-13,"Action, Adventure, Comedy, Fantasy",John McTiernan,"Arnold Schwarzenegger, F Murray Abraham, Art Carney, Charles Dance",1993
486,Life with Mikey,Comedy,tt0107413,5.5,4701,0,91,PG,"Comedy, Family",James Lapine,"Michael J Fox, Christina Vidal, Nathan Lane, Cyndi Lauper",1993
487,Lightning Jack,"Comedy, Western",tt0110353,5.4,5859,0,98,PG-13,"Comedy, Western",Simon Wincer,"Paul Hogan, Cuba Gooding Jr, Beverly D'Angelo, Kamala Lopez",1994
1482,"Van, The","Comedy, Drama",tt0118064,6.8,3880,0,100,R,"Comedy, Drama",Stephen Frears,"Colm Meaney, Donal O'Kelly, Ger Ryan, Caroline Rothwell",1996
1483,Crash,"Drama, Thriller",tt0115964,6.4,46836,47,100,NC-17,Drama,David Cronenberg,"James Spader, Holly Hunter, Elias Koteas, Deborah Kara Unger",1996
1484,"Daytrippers, The",Mystery,tt0116041,6.9,3669,0,87,R,"Comedy, Drama",Greg Mottola,"Stanley Tucci, Hope Davis, Pat McNamara, Anne Meara",1996
